id,name,date,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
AL062004,FRANCES,9/10/2004 0:00,EX,45.3,-73.3,25,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL062004,FRANCES,9/10/2004 6:00,EX,46.2,-70.5,20,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL062004,FRANCES,9/10/2004 12:00,EX,46.6,-67.3,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL062004,FRANCES,9/10/2004 18:00,EX,47.2,-64.2,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/27/2004 12:00,TD,31.8,-78.1,25,1015,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/27/2004 18:00,TD,31.6,-78,25,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/28/2004 0:00,TD,31.4,-78,30,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/28/2004 6:00,TS,31.3,-78.2,35,1005,0,50,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/28/2004 12:00,TS,31.3,-78.5,45,1000,50,50,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/28/2004 18:00,TS,31.3,-78.8,50,997,75,75,40,40,0,25,0,0,0,0,0,0
AL072004,GASTON,8/29/2004 0:00,TS,31.5,-79.1,55,994,50,50,50,50,25,25,25,25,0,0,0,0
AL072004,GASTON,8/29/2004 6:00,TS,32.1,-79.4,60,991,50,50,40,50,25,25,25,25,0,0,0,0
AL072004,GASTON,8/29/2004 12:00,HU,32.8,-79.5,65,986,50,50,30,30,25,25,20,20,10,10,0,0
AL072004,GASTON,8/29/2004 14:00,HU,33,-79.6,65,985,,,,,,,,,,,,
AL072004,GASTON,8/29/2004 18:00,TS,33.5,-79.6,45,992,0,60,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/30/2004 0:00,TD,34.2,-79.4,30,995,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/30/2004 6:00,TD,34.9,-79.1,30,998,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/30/2004 12:00,TD,35.6,-78.7,25,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/30/2004 18:00,TD,36.4,-77.8,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/31/2004 0:00,TS,37.2,-76.6,35,1001,0,45,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/31/2004 6:00,TS,38.1,-74.8,35,1001,0,45,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/31/2004 12:00,TS,39.1,-72.9,35,1001,0,45,0,0,0,0,0,0,0,0,0,0
AL072004,GASTON,8/31/2004 18:00,TS,40.2,-70.5,35,999,0,120,90,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/1/2004 0:00,TS,41,-67.5,40,999,60,120,90,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/1/2004 6:00,TS,41.7,-63.5,45,999,120,120,60,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/1/2004 12:00,EX,43,-59.6,45,999,120,120,60,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/1/2004 18:00,EX,45,-55,45,998,90,240,240,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/2/2004 0:00,EX,47,-50,45,997,0,240,240,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/2/2004 6:00,EX,48.5,-44,45,996,0,240,240,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/2/2004 12:00,EX,50,-38,45,994,0,240,240,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/2/2004 18:00,EX,51.1,-32,40,994,0,240,240,0,0,0,0,0,0,0,0,0
AL072004,GASTON,9/3/2004 0:00,EX,52,-28.9,35,998,0,240,240,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/27/2004 18:00,TD,29,-65.2,25,1016,0,0,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/28/2004 0:00,TD,29,-65.7,25,1016,0,0,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/28/2004 6:00,TD,29.1,-66.2,25,1016,0,0,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/28/2004 12:00,TD,29.2,-66.6,30,1015,0,0,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/28/2004 18:00,TD,29.7,-67.2,30,1015,0,0,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/29/2004 0:00,TD,30.1,-68.4,30,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/29/2004 6:00,TD,30.5,-69.2,30,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/29/2004 12:00,TS,31.1,-69.8,35,1012,25,50,50,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/29/2004 18:00,TS,31.8,-70.5,40,1005,25,50,50,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/30/2004 0:00,TS,32.6,-71.1,40,1005,50,50,50,50,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/30/2004 6:00,TS,33.8,-71.5,50,1002,50,50,40,40,25,25,0,0,0,0,0,0
AL082004,HERMINE,8/30/2004 12:00,TS,35.8,-71.5,45,1007,50,100,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/30/2004 18:00,TS,37.6,-71.4,45,1008,0,125,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/31/2004 0:00,TS,39.9,-71.3,35,1011,0,40,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/31/2004 6:00,TS,41.5,-70.9,35,1012,0,25,0,0,0,0,0,0,0,0,0,0
AL082004,HERMINE,8/31/2004 12:00,EX,43.1,-70.5,25,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/2/2004 18:00,TD,9.7,-27.6,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/3/2004 0:00,TD,9.7,-28.7,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/3/2004 6:00,TS,9.7,-30.3,35,1005,50,0,0,50,0,0,0,0,0,0,0,0
AL092004,IVAN,9/3/2004 12:00,TS,9.5,-32.1,40,1003,50,0,0,50,0,0,0,0,0,0,0,0
AL092004,IVAN,9/3/2004 18:00,TS,9.3,-33.6,45,1000,60,125,125,60,0,0,0,0,0,0,0,0
AL092004,IVAN,9/4/2004 0:00,TS,9.1,-35,45,999,60,125,125,60,0,0,0,0,0,0,0,0
AL092004,IVAN,9/4/2004 6:00,TS,8.9,-36.5,50,997,60,100,100,60,25,25,25,25,0,0,0,0
AL092004,IVAN,9/4/2004 12:00,TS,8.9,-38.2,50,997,60,100,100,60,20,20,20,20,0,0,0,0
AL092004,IVAN,9/4/2004 18:00,TS,9,-39.9,55,994,60,100,60,60,20,20,20,20,0,0,0,0
AL092004,IVAN,9/5/2004 0:00,TS,9.3,-41.4,60,991,90,100,60,90,30,30,30,30,0,0,0,0
AL092004,IVAN,9/5/2004 6:00,HU,9.5,-43.4,65,987,90,90,90,90,40,40,40,40,20,20,20,20
AL092004,IVAN,9/5/2004 12:00,HU,9.8,-45.1,85,977,110,110,70,90,40,40,40,40,20,20,20,20
AL092004,IVAN,9/5/2004 18:00,HU,10.2,-46.8,110,955,110,110,90,90,40,40,40,40,20,20,20,20
AL092004,IVAN,9/6/2004 0:00,HU,10.6,-48.5,115,948,120,120,100,100,50,50,50,50,30,30,30,30
AL092004,IVAN,9/6/2004 6:00,HU,10.8,-50.5,110,950,120,120,100,100,50,50,50,50,30,30,30,30
AL092004,IVAN,9/6/2004 12:00,HU,11,-52.5,110,955,120,120,100,120,50,50,50,50,30,30,30,30
AL092004,IVAN,9/6/2004 18:00,HU,11.3,-54.4,90,969,120,50,50,120,75,20,20,75,45,0,0,45
AL092004,IVAN,9/7/2004 0:00,HU,11.2,-56.1,90,964,140,50,50,140,75,20,20,90,60,0,0,60
AL092004,IVAN,9/7/2004 6:00,HU,11.3,-57.8,95,965,140,60,60,140,90,30,30,90,60,15,15,60
AL092004,IVAN,9/7/2004 12:00,HU,11.6,-59.4,100,963,140,60,60,140,90,30,30,90,60,15,15,60
AL092004,IVAN,9/7/2004 18:00,HU,11.8,-61.1,105,956,140,125,30,140,100,75,25,100,60,15,15,60
AL092004,IVAN,9/7/2004 21:30,HU,11.9,-61.8,110,952,,,,,,,,,,,,
AL092004,IVAN,9/8/2004 0:00,HU,12,-62.6,115,950,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,IVAN,9/8/2004 6:00,HU,12.3,-64.1,120,946,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,IVAN,9/8/2004 12:00,HU,12.6,-65.5,120,955,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,IVAN,9/8/2004 18:00,HU,13,-67,120,950,140,125,50,140,100,75,35,100,60,20,20,60
AL092004,IVAN,9/9/2004 0:00,HU,13.3,-68.3,130,938,140,125,75,140,100,75,35,100,50,25,25,50
AL092004,IVAN,9/9/2004 6:00,HU,13.7,-69.5,140,925,140,125,75,140,100,75,35,100,50,25,25,50
AL092004,IVAN,9/9/2004 12:00,HU,14.2,-70.8,140,919,140,125,75,140,100,75,35,100,50,25,25,50
AL092004,IVAN,9/9/2004 18:00,HU,14.7,-71.9,130,921,150,75,60,140,60,60,45,60,30,30,25,30
AL092004,IVAN,9/10/2004 0:00,HU,15.2,-72.8,130,923,150,90,90,150,125,60,60,60,45,35,30,45
AL092004,IVAN,9/10/2004 6:00,HU,15.7,-73.8,125,930,150,90,90,150,125,60,60,60,45,35,30,45
AL092004,IVAN,9/10/2004 12:00,HU,16.2,-74.7,125,934,150,90,90,150,75,50,50,75,50,25,25,40
AL092004,IVAN,9/10/2004 18:00,HU,16.8,-75.8,120,940,150,90,90,150,75,50,50,75,50,25,25,40
AL092004,IVAN,9/11/2004 0:00,HU,17.3,-76.5,135,926,150,90,90,150,75,50,50,75,50,40,30,40
AL092004,IVAN,9/11/2004 3:30,HU,17.4,-77.2,130,924,,,,,,,,,,,,
AL092004,IVAN,9/11/2004 6:00,HU,17.4,-77.6,130,923,150,100,100,150,60,60,60,60,40,30,30,40
AL092004,IVAN,9/11/2004 12:00,HU,17.7,-78.4,125,925,150,100,100,150,60,60,60,60,40,30,30,40
AL092004,IVAN,9/11/2004 18:00,HU,18,-79,145,920,150,100,100,150,75,60,60,75,60,30,30,60
AL092004,IVAN,9/12/2004 0:00,HU,18.2,-79.6,145,910,150,100,100,150,90,75,60,90,60,60,30,60
AL092004,IVAN,9/12/2004 6:00,HU,18.4,-80.4,135,915,150,100,100,150,100,70,70,95,80,45,25,55
AL092004,IVAN,9/12/2004 12:00,HU,18.8,-81.2,135,919,150,120,100,150,100,90,70,90,80,60,45,55
AL092004,IVAN,9/12/2004 14:15,HU,18.9,-81.5,130,920,,,,,,,,,,,,
AL092004,IVAN,9/12/2004 18:00,HU,19.1,-82.1,130,920,150,120,100,150,100,90,70,90,80,60,45,55
AL092004,IVAN,9/13/2004 0:00,HU,19.5,-82.8,140,916,175,150,125,150,125,100,75,100,80,60,50,60
AL092004,IVAN,9/13/2004 6:00,HU,19.9,-83.5,140,920,175,150,125,125,125,90,60,75,90,75,40,50
AL092004,IVAN,9/13/2004 12:00,HU,20.4,-84.1,140,915,180,150,125,125,125,90,60,75,90,75,40,50
AL092004,IVAN,9/13/2004 18:00,HU,20.9,-84.7,140,912,190,175,140,150,125,110,90,100,100,85,70,75
AL092004,IVAN,9/13/2004 21:00,HU,21.2,-84.8,140,910,,,,,,,,,,,,
AL092004,IVAN,9/14/2004 0:00,HU,21.6,-85.1,140,914,175,175,125,150,125,110,70,100,85,85,50,75
AL092004,IVAN,9/14/2004 1:00,HU,21.7,-85.2,140,916,,,,,,,,,,,,
AL092004,IVAN,9/14/2004 6:00,HU,22.4,-85.6,140,924,175,175,125,150,125,110,70,100,85,85,50,75
AL092004,IVAN,9/14/2004 12:00,HU,23,-86,125,930,225,175,150,200,125,110,70,100,85,85,50,75
AL092004,IVAN,9/14/2004 18:00,HU,23.7,-86.5,120,931,225,175,150,200,175,125,75,125,90,90,60,75
AL092004,IVAN,9/15/2004 0:00,HU,24.7,-87,120,928,225,175,150,200,175,125,75,125,90,90,60,75
AL092004,IVAN,9/15/2004 6:00,HU,25.6,-87.4,120,935,225,175,150,200,175,125,75,125,90,90,60,75
AL092004,IVAN,9/15/2004 12:00,HU,26.7,-87.9,115,939,225,250,150,175,150,100,90,100,90,90,75,75
AL092004,IVAN,9/15/2004 18:00,HU,27.9,-88.2,115,937,225,250,125,150,125,100,100,100,90,90,75,75
AL092004,IVAN,9/16/2004 0:00,HU,28.9,-88.2,110,931,225,250,125,150,125,125,100,100,90,90,75,75
AL092004,IVAN,9/16/2004 6:00,HU,30,-87.9,105,943,225,250,125,100,125,125,100,75,90,90,75,50
AL092004,IVAN,9/16/2004 6:50,HU,30.2,-87.9,105,946,,,,,,,,,,,,
AL092004,IVAN,9/16/2004 12:00,HU,31.4,-87.7,70,965,100,250,125,75,65,125,50,40,45,45,35,25
AL092004,IVAN,9/16/2004 18:00,TS,32.5,-87.4,50,975,60,60,40,40,20,20,0,0,0,0,0,0
AL092004,IVAN,9/17/2004 0:00,TD,33.8,-86.5,30,986,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/17/2004 6:00,TD,34.7,-85.7,25,991,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/17/2004 12:00,TD,35.4,-84,20,994,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/17/2004 18:00,TD,36.2,-82.3,20,996,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/18/2004 0:00,TD,37,-80.5,20,999,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/18/2004 6:00,TD,37.7,-78.5,15,998,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/18/2004 12:00,TD,38.4,-76.7,15,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/18/2004 18:00,EX,38,-75.5,25,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/19/2004 0:00,EX,37.5,-74,35,1003,0,0,0,60,0,0,0,0,0,0,0,0
AL092004,IVAN,9/19/2004 6:00,EX,36,-74,35,1005,0,0,0,75,0,0,0,0,0,0,0,0
AL092004,IVAN,9/19/2004 12:00,EX,34.5,-74.5,35,1008,0,0,0,75,0,0,0,0,0,0,0,0
AL092004,IVAN,9/19/2004 18:00,EX,32.8,-75.8,35,1008,0,0,0,75,0,0,0,0,0,0,0,0
AL092004,IVAN,9/20/2004 0:00,EX,31,-77.5,35,1008,0,0,0,75,0,0,0,0,0,0,0,0
AL092004,IVAN,9/20/2004 6:00,EX,29,-78.5,35,1008,0,0,0,60,0,0,0,0,0,0,0,0
AL092004,IVAN,9/20/2004 12:00,EX,27.5,-78.7,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/20/2004 18:00,EX,26.4,-79.1,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/21/2004 0:00,EX,26.1,-79.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/21/2004 6:00,EX,25.9,-80.6,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/21/2004 12:00,EX,25.8,-81.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/21/2004 18:00,LO,25.2,-82.8,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/22/2004 0:00,LO,24.8,-84.1,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/22/2004 6:00,LO,25.1,-86.1,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/22/2004 12:00,LO,26,-87.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/22/2004 18:00,TD,26.5,-88.6,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/23/2004 0:00,TS,27.1,-89.5,35,1007,75,30,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/23/2004 6:00,TS,27.9,-91,35,1007,75,50,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/23/2004 12:00,TS,28.9,-92.2,50,998,60,60,20,40,20,0,0,20,0,0,0,0
AL092004,IVAN,9/23/2004 18:00,TS,29.2,-92.7,40,1003,50,50,20,40,0,0,0,0,0,0,0,0
AL092004,IVAN,9/24/2004 0:00,TD,29.6,-93.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/24/2004 2:00,TD,29.8,-93.6,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL092004,IVAN,9/24/2004 6:00,TD,30.1,-94.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/7/2004 12:00,TD,31.5,-39.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/7/2004 18:00,TD,31.7,-39.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/8/2004 0:00,TD,32,-38.7,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/8/2004 6:00,TD,32.3,-38.1,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/8/2004 12:00,TD,32.8,-37.1,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/8/2004 18:00,TD,33.8,-36,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/9/2004 0:00,TD,35.3,-35,30,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/9/2004 6:00,TD,36.2,-34.3,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/9/2004 12:00,LO,36.5,-33.6,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/9/2004 18:00,LO,36,-33.4,30,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/10/2004 0:00,LO,35.7,-32.3,30,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/10/2004 6:00,LO,35.5,-31,25,1015,0,0,0,0,0,0,0,0,0,0,0,0
AL102004,UNNAMED,9/10/2004 12:00,LO,35.3,-29.5,20,1016,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/13/2004 18:00,TD,15.9,-60,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/14/2004 0:00,TD,16,-60.7,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/14/2004 4:00,TD,16.2,-61.3,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/14/2004 6:00,TD,16.3,-61.5,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/14/2004 12:00,TS,16.4,-62.6,35,1006,30,30,15,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/14/2004 18:00,TS,16.7,-63.5,50,996,35,35,35,35,15,15,15,15,0,0,0,0
AL112004,JEANNE,9/15/2004 0:00,TS,17.1,-64,55,996,35,35,35,35,15,15,15,15,0,0,0,0
AL112004,JEANNE,9/15/2004 6:00,TS,17.2,-64.8,55,994,35,35,35,35,15,15,15,15,0,0,0,0
AL112004,JEANNE,9/15/2004 12:00,TS,17.6,-65.4,60,991,50,50,50,50,20,20,20,20,0,0,0,0
AL112004,JEANNE,9/15/2004 16:00,TS,18,-66,60,991,,,,,,,,,,,,
AL112004,JEANNE,9/15/2004 18:00,TS,18.1,-66.2,60,991,60,60,60,60,20,20,20,20,0,0,0,0
AL112004,JEANNE,9/16/2004 0:00,TS,18.5,-67.1,60,993,60,30,60,60,20,10,20,20,0,0,0,0
AL112004,JEANNE,9/16/2004 6:00,TS,18.6,-67.8,60,992,35,20,20,35,15,0,0,15,0,0,0,0
AL112004,JEANNE,9/16/2004 11:00,HU,18.6,-68.3,70,985,,,,,,,,,,,,
AL112004,JEANNE,9/16/2004 12:00,HU,18.6,-68.5,70,984,35,20,20,35,25,0,0,25,20,0,0,20
AL112004,JEANNE,9/16/2004 18:00,HU,18.8,-69,65,988,60,60,30,60,30,30,0,30,20,0,0,20
AL112004,JEANNE,9/17/2004 0:00,TS,19.2,-69.4,60,990,60,60,30,60,30,30,15,30,0,0,0,0
AL112004,JEANNE,9/17/2004 6:00,TS,19.4,-69.9,55,990,60,60,30,60,30,30,15,30,0,0,0,0
AL112004,JEANNE,9/17/2004 12:00,TS,19.7,-70.7,50,990,175,150,0,75,100,0,0,50,0,0,0,0
AL112004,JEANNE,9/17/2004 18:00,TD,20,-71.6,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/18/2004 0:00,TS,20.2,-72,40,1000,15,0,0,15,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/18/2004 6:00,TS,20.4,-72.5,45,1000,75,0,0,20,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/18/2004 12:00,TS,21.2,-72.8,45,1000,75,50,0,20,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/18/2004 18:00,TS,21.7,-72.3,40,1005,75,75,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/19/2004 0:00,TS,22.2,-72.2,40,1002,75,75,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/19/2004 6:00,TS,22.8,-72.3,40,1002,75,75,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/19/2004 12:00,TS,23.5,-72.5,40,1000,75,75,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/19/2004 18:00,TS,24.2,-72.3,45,996,75,75,75,75,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/20/2004 0:00,TS,24.8,-72.1,50,994,75,75,75,75,25,25,0,0,0,0,0,0
AL112004,JEANNE,9/20/2004 6:00,TS,25.5,-72,55,992,90,75,75,75,60,40,0,0,0,0,0,0
AL112004,JEANNE,9/20/2004 12:00,TS,26.6,-71.7,60,989,90,80,80,80,60,40,40,40,0,0,0,0
AL112004,JEANNE,9/20/2004 18:00,HU,27.2,-71.4,75,984,90,80,80,90,60,40,50,50,20,20,20,20
AL112004,JEANNE,9/21/2004 0:00,HU,27.4,-70.8,75,982,90,90,90,90,60,60,60,60,20,20,20,20
AL112004,JEANNE,9/21/2004 6:00,HU,27.6,-70.2,75,972,90,90,90,105,60,60,60,75,30,30,30,45
AL112004,JEANNE,9/21/2004 12:00,HU,27.6,-69.5,75,972,90,90,90,105,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/21/2004 18:00,HU,27.4,-69.2,75,972,90,90,90,105,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/22/2004 0:00,HU,27.2,-68.9,80,972,90,90,90,100,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/22/2004 6:00,HU,26.8,-68.7,85,968,100,100,100,110,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/22/2004 12:00,HU,26.5,-68.5,85,968,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/22/2004 18:00,HU,26.2,-68.8,85,967,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/23/2004 0:00,HU,25.7,-69,85,966,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/23/2004 6:00,HU,25.5,-69.3,85,966,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/23/2004 12:00,HU,25.5,-69.6,80,966,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/23/2004 18:00,HU,25.8,-70,75,966,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/24/2004 0:00,HU,26,-70.4,70,966,100,100,100,120,60,60,60,70,30,30,30,40
AL112004,JEANNE,9/24/2004 6:00,HU,26.1,-71.2,75,969,105,105,105,120,70,70,70,80,35,30,35,40
AL112004,JEANNE,9/24/2004 12:00,HU,26.2,-72.2,80,969,120,105,105,130,70,70,70,80,35,35,35,40
AL112004,JEANNE,9/24/2004 18:00,HU,26.4,-73.1,85,968,120,105,105,130,70,70,70,80,35,35,35,40
AL112004,JEANNE,9/25/2004 0:00,HU,26.4,-74.3,85,964,180,120,105,130,100,70,70,80,60,45,45,60
AL112004,JEANNE,9/25/2004 6:00,HU,26.5,-75.6,90,960,180,120,105,130,100,70,70,90,60,45,45,60
AL112004,JEANNE,9/25/2004 12:00,HU,26.6,-76.9,100,957,180,120,75,130,100,70,50,90,60,45,30,60
AL112004,JEANNE,9/25/2004 14:00,HU,26.7,-77.3,100,956,,,,,,,,,,,,
AL112004,JEANNE,9/25/2004 18:00,HU,26.9,-78.2,105,952,180,120,85,150,100,70,50,90,60,45,30,60
AL112004,JEANNE,9/26/2004 0:00,HU,27.1,-79.4,105,951,180,150,125,150,100,90,70,90,60,60,50,60
AL112004,JEANNE,9/26/2004 4:00,HU,27.2,-80.2,105,950,,,,,,,,,,,,
AL112004,JEANNE,9/26/2004 6:00,HU,27.3,-80.6,95,953,180,125,125,150,100,75,60,75,60,50,40,50
AL112004,JEANNE,9/26/2004 12:00,HU,27.7,-81.6,75,965,150,125,125,150,75,75,60,75,30,0,0,25
AL112004,JEANNE,9/26/2004 18:00,TS,28.3,-82.3,55,970,150,125,100,150,75,75,60,75,0,0,0,0
AL112004,JEANNE,9/27/2004 0:00,TS,29.3,-82.7,45,978,150,130,75,75,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/27/2004 6:00,TS,30.1,-83.3,40,981,175,175,90,60,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/27/2004 12:00,TS,31.1,-83.9,35,987,175,175,90,60,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/27/2004 18:00,TD,32.5,-83.6,30,993,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/28/2004 0:00,TD,33.2,-83.2,25,998,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/28/2004 6:00,TD,34.1,-82.4,20,999,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/28/2004 12:00,TD,35.4,-81,20,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/28/2004 18:00,TD,37.3,-78.4,25,999,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/29/2004 0:00,EX,38.3,-76.4,25,999,0,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/29/2004 6:00,EX,38.8,-74.7,35,999,175,0,0,0,0,0,0,0,0,0,0,0
AL112004,JEANNE,9/29/2004 12:00,EX,38.5,-72.5,35,999,150,0,0,0,0,0,0,0,0,0,0,0
AL122004,KARL,9/16/2004 6:00,TD,11.2,-29.2,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL122004,KARL,9/16/2004 12:00,TD,11.2,-30.7,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL122004,KARL,9/16/2004 18:00,TS,11.2,-32.1,35,1005,30,0,30,30,0,0,0,0,0,0,0,0
AL122004,KARL,9/17/2004 0:00,TS,11.2,-33.3,40,1002,40,30,40,40,0,0,0,0,0,0,0,0
